# file...... Load1_voltage.csv
# date...... Thu Jul  2 12:27:10 2020
# user...... gregor
# host...... (null)
# target.... load 920
# trigger... (none)
# interval.. 1800
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag
2012-04-13 00:00:00 UTC,+218.158,-126.057
2012-04-13 00:30:00 UTC,+218.425,-126.084
2012-04-13 01:00:00 UTC,+218.354,-126.102
2012-04-13 01:30:00 UTC,+218.343,-126.104
2012-04-13 02:00:00 UTC,+218.356,-126.104
2012-04-13 02:30:00 UTC,+218.319,-126.108
2012-04-13 03:00:00 UTC,+218.17,-126.061
2012-04-13 03:30:00 UTC,+218.251,-126.057
2012-04-13 04:00:00 UTC,+218.202,-126.057
2012-04-13 04:30:00 UTC,+218.226,-126.059
2012-04-13 05:00:00 UTC,+218.208,-126.059
2012-04-13 05:30:00 UTC,+218.186,-126.075
2012-04-13 06:00:00 UTC,+218.024,-126.061
2012-04-13 06:30:00 UTC,+217.862,-125.973
2012-04-13 07:00:00 UTC,+217.871,-125.982
2012-04-13 07:30:00 UTC,+217.902,-125.988
2012-04-13 08:00:00 UTC,+218.059,-126.043
2012-04-13 08:30:00 UTC,+218.006,-126.036
2012-04-13 09:00:00 UTC,+218.005,-126.054
2012-04-13 09:30:00 UTC,+217.685,-125.966
2012-04-13 10:00:00 UTC,+217.958,-126.016
2012-04-13 10:30:00 UTC,+217.936,-126.046
2012-04-13 11:00:00 UTC,+218.079,-126.102
2012-04-13 11:30:00 UTC,+217.562,-125.977
2012-04-13 12:00:00 UTC,+217.961,-126.103
2012-04-13 12:30:00 UTC,+217.969,-126.068
2012-04-13 13:00:00 UTC,+218.152,-126.088
2012-04-13 13:30:00 UTC,+218.049,-126.052
2012-04-13 14:00:00 UTC,+218.091,-126.071
2012-04-13 14:30:00 UTC,+217.952,-126.041
2012-04-13 15:00:00 UTC,+218.016,-126.036
2012-04-13 15:30:00 UTC,+217.954,-126.01
2012-04-13 16:00:00 UTC,+217.942,-126.048
2012-04-13 16:30:00 UTC,+217.856,-126.013
2012-04-13 17:00:00 UTC,+217.859,-126.056
2012-04-13 17:30:00 UTC,+217.868,-126.062
2012-04-13 18:00:00 UTC,+217.943,-126.056
2012-04-13 18:30:00 UTC,+217.964,-126.049
2012-04-13 19:00:00 UTC,+217.923,-126.045
2012-04-13 19:30:00 UTC,+217.95,-126.038
2012-04-13 20:00:00 UTC,+217.692,-125.976
2012-04-13 20:30:00 UTC,+217.848,-126.005
2012-04-13 21:00:00 UTC,+217.899,-126.021
2012-04-13 21:30:00 UTC,+217.666,-125.9
2012-04-13 22:00:00 UTC,+217.637,-125.902
2012-04-13 22:30:00 UTC,+217.919,-125.989
2012-04-13 23:00:00 UTC,+218.03,-126.049
2012-04-13 23:30:00 UTC,+218.078,-126.045
2012-04-14 00:00:00 UTC,+218.058,-126.008
2012-04-14 00:30:00 UTC,+218.412,-126.094
2012-04-14 01:00:00 UTC,+218.314,-126.102
2012-04-14 01:30:00 UTC,+218.392,-126.094
2012-04-14 02:00:00 UTC,+218.351,-126.061
2012-04-14 02:30:00 UTC,+218.365,-126.058
2012-04-14 03:00:00 UTC,+218.295,-126.071
2012-04-14 03:30:00 UTC,+218.288,-126.093
2012-04-14 04:00:00 UTC,+218.266,-126.054
2012-04-14 04:30:00 UTC,+218.253,-126.068
2012-04-14 05:00:00 UTC,+218.287,-126.077
2012-04-14 05:30:00 UTC,+218.204,-126.067
2012-04-14 06:00:00 UTC,+218.134,-126.045
2012-04-14 06:30:00 UTC,+218.197,-126.061
2012-04-14 07:00:00 UTC,+218.207,-126.065
2012-04-14 07:30:00 UTC,+218.084,-126.059
2012-04-14 08:00:00 UTC,+217.917,-125.988
2012-04-14 08:30:00 UTC,+217.964,-126.021
2012-04-14 09:00:00 UTC,+217.999,-126.007
2012-04-14 09:30:00 UTC,+217.994,-126.019
2012-04-14 10:00:00 UTC,+217.891,-125.972
2012-04-14 10:30:00 UTC,+217.922,-125.987
2012-04-14 11:00:00 UTC,+218.079,-126.02
2012-04-14 11:30:00 UTC,+218.111,-126.056
2012-04-14 12:00:00 UTC,+218.053,-125.991
2012-04-14 12:30:00 UTC,+217.969,-125.997
2012-04-14 13:00:00 UTC,+218.068,-126.027
2012-04-14 13:30:00 UTC,+217.923,-125.988
2012-04-14 14:00:00 UTC,+218.21,-126.018
2012-04-14 14:30:00 UTC,+218.222,-126.051
2012-04-14 15:00:00 UTC,+217.975,-126.013
2012-04-14 15:30:00 UTC,+217.978,-126.048
2012-04-14 16:00:00 UTC,+217.841,-125.986
2012-04-14 16:30:00 UTC,+217.797,-126.022
2012-04-14 17:00:00 UTC,+217.837,-125.991
2012-04-14 17:30:00 UTC,+217.786,-125.947
2012-04-14 18:00:00 UTC,+217.946,-126.01
2012-04-14 18:30:00 UTC,+217.99,-126.008
2012-04-14 19:00:00 UTC,+217.816,-125.995
2012-04-14 19:30:00 UTC,+217.747,-125.972
2012-04-14 20:00:00 UTC,+217.786,-125.943
2012-04-14 20:30:00 UTC,+217.796,-125.968
2012-04-14 21:00:00 UTC,+217.888,-126.003
2012-04-14 21:30:00 UTC,+217.906,-125.986
2012-04-14 22:00:00 UTC,+217.865,-125.994
2012-04-14 22:30:00 UTC,+217.922,-125.997
2012-04-14 23:00:00 UTC,+218.092,-126.041
2012-04-14 23:30:00 UTC,+218.064,-126.025
2012-04-15 00:00:00 UTC,+218.127,-126.028
2012-04-15 00:30:00 UTC,+218.345,-126.048
2012-04-15 01:00:00 UTC,+218.285,-126.062
2012-04-15 01:30:00 UTC,+218.282,-126.072
2012-04-15 02:00:00 UTC,+218.264,-126.075
2012-04-15 02:30:00 UTC,+218.308,-126.079
2012-04-15 03:00:00 UTC,+218.147,-126.04
2012-04-15 03:30:00 UTC,+218.201,-126.072
2012-04-15 04:00:00 UTC,+218.206,-126.043
2012-04-15 04:30:00 UTC,+218.192,-126.043
2012-04-15 05:00:00 UTC,+218.211,-126.044
2012-04-15 05:30:00 UTC,+218.259,-126.037
2012-04-15 06:00:00 UTC,+218.118,-126.029
2012-04-15 06:30:00 UTC,+218.085,-126.04
2012-04-15 07:00:00 UTC,+218.08,-126.078
2012-04-15 07:30:00 UTC,+218.019,-126.109
2012-04-15 08:00:00 UTC,+218.027,-126.108
2012-04-15 08:30:00 UTC,+218.074,-126.111
2012-04-15 09:00:00 UTC,+217.908,-126.066
2012-04-15 09:30:00 UTC,+217.941,-126.05
2012-04-15 10:00:00 UTC,+217.776,-126.045
2012-04-15 10:30:00 UTC,+217.854,-126.101
2012-04-15 11:00:00 UTC,+218.021,-126.112
2012-04-15 11:30:00 UTC,+217.828,-126.047
2012-04-15 12:00:00 UTC,+217.725,-126.023
2012-04-15 12:30:00 UTC,+217.898,-126.075
2012-04-15 13:00:00 UTC,+217.78,-126.061
2012-04-15 13:30:00 UTC,+217.773,-126.055
2012-04-15 14:00:00 UTC,+217.414,-125.916
2012-04-15 14:30:00 UTC,+217.793,-126.043
2012-04-15 15:00:00 UTC,+217.933,-126.076
2012-04-15 15:30:00 UTC,+217.96,-126.097
2012-04-15 16:00:00 UTC,+217.908,-126.085
2012-04-15 16:30:00 UTC,+217.991,-126.099
2012-04-15 17:00:00 UTC,+217.946,-126.116
2012-04-15 17:30:00 UTC,+217.766,-126.004
2012-04-15 18:00:00 UTC,+217.846,-126.051
2012-04-15 18:30:00 UTC,+218.002,-126.06
2012-04-15 19:00:00 UTC,+218.035,-126.052
2012-04-15 19:30:00 UTC,+217.96,-126.067
2012-04-15 20:00:00 UTC,+217.88,-126.083
2012-04-15 20:30:00 UTC,+217.929,-126.056
2012-04-15 21:00:00 UTC,+218.023,-126.085
2012-04-15 21:30:00 UTC,+218.037,-126.092
2012-04-15 22:00:00 UTC,+217.994,-126.025
2012-04-15 22:30:00 UTC,+218.029,-126.002
2012-04-15 23:00:00 UTC,+218.035,-125.998
2012-04-15 23:30:00 UTC,+218.154,-126.036
2012-04-16 00:00:00 UTC,+218.161,-126.054
2012-04-16 00:30:00 UTC,+218.421,-126.087
2012-04-16 01:00:00 UTC,+218.346,-126.093
2012-04-16 01:30:00 UTC,+218.343,-126.102
2012-04-16 02:00:00 UTC,+218.32,-126.092
2012-04-16 02:30:00 UTC,+218.352,-126.097
2012-04-16 03:00:00 UTC,+218.234,-126.066
2012-04-16 03:30:00 UTC,+218.309,-126.053
2012-04-16 04:00:00 UTC,+218.228,-126.05
2012-04-16 04:30:00 UTC,+218.256,-126.056
2012-04-16 05:00:00 UTC,+218.234,-126.077
2012-04-16 05:30:00 UTC,+218.121,-126.082
2012-04-16 06:00:00 UTC,+217.882,-126.014
2012-04-16 06:30:00 UTC,+218.187,-126.05
2012-04-16 07:00:00 UTC,+218.017,-126.009
2012-04-16 07:30:00 UTC,+217.948,-126.02
2012-04-16 08:00:00 UTC,+218.014,-126.06
2012-04-16 08:30:00 UTC,+217.822,-125.985
2012-04-16 09:00:00 UTC,+217.97,-126.036
2012-04-16 09:30:00 UTC,+217.961,-126.019
2012-04-16 10:00:00 UTC,+218.046,-126.053
2012-04-16 10:30:00 UTC,+218.043,-126.018
2012-04-16 11:00:00 UTC,+218.039,-126.019
2012-04-16 11:30:00 UTC,+217.946,-126.054
2012-04-16 12:00:00 UTC,+217.85,-126.003
2012-04-16 12:30:00 UTC,+217.984,-126.066
2012-04-16 13:00:00 UTC,+217.95,-126.079
2012-04-16 13:30:00 UTC,+217.964,-126.084
2012-04-16 14:00:00 UTC,+218.004,-126.103
2012-04-16 14:30:00 UTC,+217.89,-126.026
2012-04-16 15:00:00 UTC,+217.929,-126.069
2012-04-16 15:30:00 UTC,+217.963,-126.067
2012-04-16 16:00:00 UTC,+218.008,-126.04
2012-04-16 16:30:00 UTC,+217.798,-126.024
2012-04-16 17:00:00 UTC,+217.803,-125.997
2012-04-16 17:30:00 UTC,+217.854,-126
2012-04-16 18:00:00 UTC,+217.691,-125.999
2012-04-16 18:30:00 UTC,+217.922,-126.055
2012-04-16 19:00:00 UTC,+217.859,-126.004
2012-04-16 19:30:00 UTC,+217.864,-125.969
2012-04-16 20:00:00 UTC,+217.64,-125.94
2012-04-16 20:30:00 UTC,+217.872,-125.98
2012-04-16 21:00:00 UTC,+217.929,-125.994
2012-04-16 21:30:00 UTC,+217.905,-125.983
2012-04-16 22:00:00 UTC,+217.953,-125.997
2012-04-16 22:30:00 UTC,+218.037,-126.021
2012-04-16 23:00:00 UTC,+217.986,-125.987
2012-04-16 23:30:00 UTC,+218.021,-125.99
2012-04-17 00:00:00 UTC,+218.076,-126.011
2012-04-17 00:30:00 UTC,+218.329,-126.029
2012-04-17 01:00:00 UTC,+218.262,-126.052
2012-04-17 01:30:00 UTC,+218.266,-126.066
2012-04-17 02:00:00 UTC,+218.293,-126.07
2012-04-17 02:30:00 UTC,+218.26,-126.084
2012-04-17 03:00:00 UTC,+218.206,-126.082
2012-04-17 03:30:00 UTC,+218.225,-126.053
2012-04-17 04:00:00 UTC,+218.269,-126.038
2012-04-17 04:30:00 UTC,+218.252,-126.04
2012-04-17 05:00:00 UTC,+218.239,-126.06
2012-04-17 05:30:00 UTC,+218.077,-126.027
2012-04-17 06:00:00 UTC,+218.013,-126.049
2012-04-17 06:30:00 UTC,+217.986,-126.001
2012-04-17 07:00:00 UTC,+218.024,-126.065
2012-04-17 07:30:00 UTC,+218.042,-126.069
2012-04-17 08:00:00 UTC,+218.135,-126.037
2012-04-17 08:30:00 UTC,+218.037,-126.048
2012-04-17 09:00:00 UTC,+217.838,-125.993
2012-04-17 09:30:00 UTC,+218.009,-126.021
2012-04-17 10:00:00 UTC,+217.991,-126.068
2012-04-17 10:30:00 UTC,+218.06,-126.088
2012-04-17 11:00:00 UTC,+217.991,-126.057
2012-04-17 11:30:00 UTC,+218.086,-126.07
2012-04-17 12:00:00 UTC,+218.235,-126.086
2012-04-17 12:30:00 UTC,+217.801,-125.978
2012-04-17 13:00:00 UTC,+218.115,-126.066
2012-04-17 13:30:00 UTC,+218.126,-126.055
2012-04-17 14:00:00 UTC,+218.124,-126.049
2012-04-17 14:30:00 UTC,+218.067,-126.008
2012-04-17 15:00:00 UTC,+217.965,-126.006
2012-04-17 15:30:00 UTC,+217.995,-126.017
2012-04-17 16:00:00 UTC,+217.716,-125.958
2012-04-17 16:30:00 UTC,+217.793,-126.022
2012-04-17 17:00:00 UTC,+217.971,-126.061
2012-04-17 17:30:00 UTC,+217.962,-126.021
2012-04-17 18:00:00 UTC,+217.917,-126.038
2012-04-17 18:30:00 UTC,+217.821,-126.018
2012-04-17 19:00:00 UTC,+217.795,-125.989
2012-04-17 19:30:00 UTC,+217.886,-125.991
2012-04-17 20:00:00 UTC,+217.709,-125.919
2012-04-17 20:30:00 UTC,+217.894,-125.982
2012-04-17 21:00:00 UTC,+217.833,-125.977
2012-04-17 21:30:00 UTC,+217.867,-125.989
2012-04-17 22:00:00 UTC,+217.895,-125.991
2012-04-17 22:30:00 UTC,+218.055,-126.079
2012-04-17 23:00:00 UTC,+217.921,-125.994
2012-04-17 23:30:00 UTC,+218.022,-126.035
2012-04-18 00:00:00 UTC,+218.042,-126.052
2012-04-18 00:30:00 UTC,+218.363,-126.091
2012-04-18 01:00:00 UTC,+218.346,-126.091
2012-04-18 01:30:00 UTC,+218.318,-126.092
2012-04-18 02:00:00 UTC,+218.292,-126.1
2012-04-18 02:30:00 UTC,+218.209,-126.106
2012-04-18 03:00:00 UTC,+218.189,-126.095
2012-04-18 03:30:00 UTC,+218.211,-126.068
2012-04-18 04:00:00 UTC,+218.191,-126.061
2012-04-18 04:30:00 UTC,+218.25,-126.054
2012-04-18 05:00:00 UTC,+218.201,-126.072
2012-04-18 05:30:00 UTC,+218.153,-126.102
2012-04-18 06:00:00 UTC,+218.002,-125.988
2012-04-18 06:30:00 UTC,+217.944,-126.013
2012-04-18 07:00:00 UTC,+218.012,-126.015
2012-04-18 07:30:00 UTC,+218.106,-126.031
2012-04-18 08:00:00 UTC,+218.014,-126.041
2012-04-18 08:30:00 UTC,+217.799,-125.998
2012-04-18 09:00:00 UTC,+217.913,-126.005
2012-04-18 09:30:00 UTC,+217.944,-125.991
2012-04-18 10:00:00 UTC,+217.966,-126.011
2012-04-18 10:30:00 UTC,+217.872,-125.98
2012-04-18 11:00:00 UTC,+218,-126.045
2012-04-18 11:30:00 UTC,+217.777,-125.989
2012-04-18 12:00:00 UTC,+217.961,-126.031
2012-04-18 12:30:00 UTC,+217.98,-126.039
2012-04-18 13:00:00 UTC,+217.829,-126.022
2012-04-18 13:30:00 UTC,+217.907,-126.024
2012-04-18 14:00:00 UTC,+217.973,-126.038
2012-04-18 14:30:00 UTC,+218.129,-126.065
